PID,Archive
P103375,domesticated animal
P103377,domesticated animal
P103381,domesticated animal
P103388,domesticated animal
P103389,domesticated animal
P103392,domesticated animal
P103393,domesticated animal
P103397,domesticated animal
P103398,domesticated animal
P103399,domesticated animal
P103400,domesticated animal
P105884,domesticated animal
P126422,domesticated animal
P128147,domesticated animal
P131984,domesticated animal
P210377,domesticated animal
P103403,domesticated animal
P103404,domesticated animal
P103405,domesticated animal
P103410,domesticated animal
P103411,domesticated animal
P105152,domesticated animal
P106001,domesticated animal
P103412,domesticated animal
P103413,domesticated animal
P103415,domesticated animal
P103416,domesticated animal
P103417,domesticated animal
P103418,domesticated animal
P123859,domesticated animal
P131720,domesticated animal
P103419,domesticated animal
P103420,domesticated animal
P103421,domesticated animal
P103866,domesticated animal
P131075,domesticated animal
P330666,domesticated animal
P330665,domesticated animal
P103422,domesticated animal
P103423,domesticated animal
P103426,domesticated animal
P103870,domesticated animal
P103430,domesticated animal
P103508,domesticated animal
P103548,domesticated animal
P103561,domesticated animal
P103431,domesticated animal
P303383,domesticated animal
P103432,domesticated animal
P103434,domesticated animal
P106069,domesticated animal
P320559,domesticated animal
P103435,domesticated animal
P103436,domesticated animal
P103437,domesticated animal
P103439,domesticated animal
P103440,domesticated animal
P218217,domesticated animal
P416462,domesticated animal
P212163,domesticated animal
P103441,domesticated animal
P126344,domesticated animal
P103442,domesticated animal
P103443,domesticated animal
P103445,domesticated animal
P124980,domesticated animal
P124983,domesticated animal
P125557,domesticated animal
P128169,domesticated animal
P129743,domesticated animal
P131677,domesticated animal
P103446,domesticated animal
P125598,domesticated animal
P129762,domesticated animal
P131679,domesticated animal
P103447,domesticated animal
P124064,domesticated animal
P210474,domesticated animal
P218249,domesticated animal
P320544,domesticated animal
P407115,domesticated animal
P211670,domesticated animal
P103448,domesticated animal
P125607,domesticated animal
P103449,domesticated animal
P103450,domesticated animal
P104007,domesticated animal
P106095,domesticated animal
P235068,domesticated animal
P406867,domesticated animal
P103452,domesticated animal
P103455,domesticated animal
P103457,domesticated animal
P115465,domesticated animal
P117641,domesticated animal
P103459,domesticated animal
P105995,domesticated animal
P106010,domesticated animal
P103460,domesticated animal
P106082,domesticated animal
P115448,domesticated animal
P124989,domesticated animal
P126244,domesticated animal
P129745,domesticated animal
P210493,domesticated animal
P103462,domesticated animal
P103465,domesticated animal
P103467,domesticated animal
P103469,domesticated animal
P103470,domesticated animal
P103472,domesticated animal
P132053,domesticated animal
P303497,domesticated animal
P321081,domesticated animal
P103474,domesticated animal
P106211,domesticated animal
P134846,domesticated animal
P134847,domesticated animal
P210301,domesticated animal
P407117,domesticated animal
P103477,domesticated animal
P103480,domesticated animal
P103482,domesticated animal
P103483,domesticated animal
P103485,domesticated animal
P103486,domesticated animal
P103487,domesticated animal
P103742,domesticated animal
P143752,domesticated animal
P218235,domesticated animal
P103491,domesticated animal
P136275,domesticated animal
P103492,domesticated animal
P103495,domesticated animal
P103498,domesticated animal
P103499,domesticated animal
P104074,domesticated animal
P115500,domesticated animal
P103500,domesticated animal
P103502,domesticated animal
P103503,domesticated animal
P103504,domesticated animal
P103516,domesticated animal
P103519,domesticated animal
P103521,domesticated animal
P103522,domesticated animal
P103525,domesticated animal
P103528,domesticated animal
P103529,domesticated animal
P103542,domesticated animal
P103545,domesticated animal
P103549,domesticated animal
P103551,domesticated animal
P103552,domesticated animal
P103556,domesticated animal
P103558,domesticated animal
P103559,domesticated animal
P123870,domesticated animal
P123871,domesticated animal
P126230,domesticated animal
P210321,domesticated animal
P303501,domesticated animal
P103570,domesticated animal
P103578,domesticated animal
P103579,domesticated animal
P103581,domesticated animal
P103692,domesticated animal
P103586,domesticated animal
P103588,domesticated animal
P103590,domesticated animal
P103591,domesticated animal
P103592,domesticated animal
P103595,domesticated animal
P103596,domesticated animal
P103607,domesticated animal
P103617,domesticated animal
P103618,domesticated animal
P103620,domesticated animal
P115460,domesticated animal
P117233,domesticated animal
P126144,domesticated animal
P128136,domesticated animal
P103628,domesticated animal
P103631,domesticated animal
P103632,domesticated animal
P103633,domesticated animal
P103635,domesticated animal
P103639,domesticated animal
P103640,domesticated animal
P103641,domesticated animal
P124089,domesticated animal
P103645,domesticated animal
P103646,domesticated animal
P103652,domesticated animal
P103654,domesticated animal
P104080,domesticated animal
P126255,domesticated animal
P126590,domesticated animal
P103655,domesticated animal
P103656,domesticated animal
P103657,domesticated animal
P103658,domesticated animal
P103659,domesticated animal
P103661,domesticated animal
P103662,domesticated animal
P103663,domesticated animal
P103664,domesticated animal
P103666,domesticated animal
P103668,domesticated animal
P103670,domesticated animal
P103671,domesticated animal
P103672,domesticated animal
P103673,domesticated animal
P103674,domesticated animal
P103675,domesticated animal
P105999,domesticated animal
P103678,domesticated animal
P103680,domesticated animal
P109595,domesticated animal
P103682,domesticated animal
P103684,domesticated animal
P112184,domesticated animal
P103685,domesticated animal
P103686,domesticated animal
P103687,domesticated animal
P105931,domesticated animal
P109654,domesticated animal
P109658,domesticated animal
P113405,domesticated animal
P122667,domesticated animal
P123915,domesticated animal
P123916,domesticated animal
P123919,domesticated animal
P123979,domesticated animal
P123980,domesticated animal
P124043,domesticated animal
P125438,domesticated animal
P125452,domesticated animal
P126692,domesticated animal
P127470,domesticated animal
P129426,domesticated animal
P131866,domesticated animal
P132057,domesticated animal
P303770,domesticated animal
P370983,domesticated animal
P406898,domesticated animal
P235937,domesticated animal
P103689,domesticated animal
P103690,domesticated animal
P103691,domesticated animal
P103693,domesticated animal
P103695,domesticated animal
P210401,domesticated animal
P103698,domesticated animal
P103699,domesticated animal
P103701,domesticated animal
P118538,domesticated animal
P118558,domesticated animal
P103702,domesticated animal
P103703,domesticated animal
P103705,domesticated animal
P103706,domesticated animal
P103714,domesticated animal
P103721,domesticated animal
P103727,domesticated animal
P210448,domesticated animal
P103724,domesticated animal
P104045,domesticated animal
P103725,domesticated animal
P103731,domesticated animal
P136082,domesticated animal
P103733,domesticated animal
P103735,domesticated animal
P103736,domesticated animal
P103737,domesticated animal
P103739,domesticated animal
P103741,domesticated animal
P103743,domesticated animal
P117191,domesticated animal
P117192,domesticated animal
P103745,domesticated animal
P103747,domesticated animal
P103749,domesticated animal
P103750,domesticated animal
P103754,domesticated animal
P103756,domesticated animal
P103757,domesticated animal
P103758,domesticated animal
P103759,domesticated animal
P103760,domesticated animal
P103764,domesticated animal
P124010,domesticated animal
P390778,domesticated animal
P103766,domesticated animal
P103767,domesticated animal
P103768,domesticated animal
P103770,domesticated animal
P103771,domesticated animal
P105857,domesticated animal
P109604,domesticated animal
P115431,domesticated animal
P118635,domesticated animal
P103772,domesticated animal
P115423,domesticated animal
P134745,domesticated animal
P135226,domesticated animal
P103774,domesticated animal
P103775,domesticated animal
P103778,domesticated animal
P103780,domesticated animal
P103781,domesticated animal
P103785,domesticated animal
P103795,domesticated animal
P103800,domesticated animal
P103805,domesticated animal
P103815,domesticated animal
P103818,domesticated animal
P103820,domesticated animal
P103822,domesticated animal
P103827,domesticated animal
P103828,domesticated animal
P103836,domesticated animal
P103837,domesticated animal
P103838,domesticated animal
P103839,domesticated animal
P103842,domesticated animal
P103844,domesticated animal
P103846,domesticated animal
P103848,domesticated animal
P103849,domesticated animal
P103851,domesticated animal
P103854,domesticated animal
P103855,domesticated animal
P103858,domesticated animal
P103859,domesticated animal
P103861,domesticated animal
P103867,domesticated animal
P103868,domesticated animal
P109691,domesticated animal
P124657,domesticated animal
P124982,domesticated animal
P126238,domesticated animal
P103869,domesticated animal
P103871,domesticated animal
P131731,domesticated animal
P145911,domesticated animal
P103872,domesticated animal
P103881,domesticated animal
P103882,domesticated animal
P103885,domesticated animal
P103886,domesticated animal
P103887,domesticated animal
P103889,domesticated animal
P103890,domesticated animal
P103891,domesticated animal
P131717,domesticated animal
P103892,domesticated animal
P104033,domesticated animal
P105904,domesticated animal
P124055,domesticated animal
P131859,domesticated animal
P211710,domesticated animal
P212146,domesticated animal
P103893,domesticated animal
P103894,domesticated animal
P103895,domesticated animal
P103898,domesticated animal
P103900,domesticated animal
P103902,domesticated animal
P103905,domesticated animal
P103906,domesticated animal
P103909,domesticated animal
P103912,domesticated animal
P103915,domesticated animal
P103917,domesticated animal
P103923,domesticated animal
P103925,domesticated animal
P103926,domesticated animal
P103928,domesticated animal
P103939,domesticated animal
P103941,domesticated animal
P103944,domesticated animal
P103948,domesticated animal
P103953,domesticated animal
P103955,domesticated animal
P103957,domesticated animal
P103958,domesticated animal
P103959,domesticated animal
P103960,domesticated animal
P103963,domesticated animal
P103966,domesticated animal
P103968,domesticated animal
P103970,domesticated animal
P103971,domesticated animal
P103972,domesticated animal
P103974,domesticated animal
P103977,domesticated animal
P103979,domesticated animal
P103983,domesticated animal
P218182,domesticated animal
P103984,domesticated animal
P103989,domesticated animal
P105977,domesticated animal
P112326,domesticated animal
P126154,domesticated animal
P407086,domesticated animal
P212106,domesticated animal
P103990,domesticated animal
P123879,domesticated animal
P103993,domesticated animal
P103994,domesticated animal
P103995,domesticated animal
P103997,domesticated animal
P103998,domesticated animal
P103999,domesticated animal
P104001,domesticated animal
P104002,domesticated animal
P104003,domesticated animal
P104004,domesticated animal
P104005,domesticated animal
P104008,domesticated animal
P104013,domesticated animal
P104023,domesticated animal
P104026,domesticated animal
P104028,domesticated animal
P104030,domesticated animal
P104034,domesticated animal
P104035,domesticated animal
P104036,domesticated animal
P104040,domesticated animal
P104041,domesticated animal
P104042,domesticated animal
P104047,domesticated animal
P104049,domesticated animal
P104050,domesticated animal
P104053,domesticated animal
P104054,domesticated animal
P104056,domesticated animal
P104057,domesticated animal
P104059,domesticated animal
P104061,domesticated animal
P104063,domesticated animal
P104066,domesticated animal
P104069,domesticated animal
P104072,domesticated animal
P104075,domesticated animal
P407254,domesticated animal
P104078,domesticated animal
P104081,domesticated animal
P104082,domesticated animal
P104083,domesticated animal
P104085,domesticated animal
P104087,domesticated animal
P210518,domesticated animal
P104088,domesticated animal
P104091,domesticated animal
P104093,domesticated animal
P104095,domesticated animal
P104096,domesticated animal
P104100,domesticated animal
P104102,domesticated animal
P104103,domesticated animal
P104104,domesticated animal
P104106,domesticated animal
P115501,domesticated animal
P118500,domesticated animal
P124343,domesticated animal
P145522,domesticated animal
P104114,domesticated animal
P104115,domesticated animal
P104117,domesticated animal
P104121,domesticated animal
P104123,domesticated animal
P104124,domesticated animal
P104126,domesticated animal
P104133,domesticated animal
P104134,domesticated animal
P104135,domesticated animal
P104136,domesticated animal
P104137,domesticated animal
P104138,domesticated animal
P104139,domesticated animal
P104143,domesticated animal
P104153,domesticated animal
P104155,domesticated animal
P104156,domesticated animal
P104160,domesticated animal
P104162,domesticated animal
P104163,domesticated animal
P104164,domesticated animal
P104166,domesticated animal
P104168,domesticated animal
P104171,domesticated animal
P104173,domesticated animal
P104176,domesticated animal
P104177,domesticated animal
P104178,domesticated animal
P104179,domesticated animal
P104180,domesticated animal
P104183,domesticated animal
P104184,domesticated animal
P104186,domesticated animal
P104188,domesticated animal
P104189,domesticated animal
P104190,domesticated animal
P104191,domesticated animal
P104192,domesticated animal
P104193,domesticated animal
P104194,domesticated animal
P104196,domesticated animal
P104200,domesticated animal
P104201,domesticated animal
P104204,domesticated animal
P104213,domesticated animal
P104217,domesticated animal
P104219,domesticated animal
P104220,domesticated animal
P104221,domesticated animal
P104224,domesticated animal
P104225,domesticated animal
P104228,domesticated animal
P104233,domesticated animal
P104235,domesticated animal
P104236,domesticated animal
P104237,domesticated animal
P104238,domesticated animal
P104239,domesticated animal
P104240,domesticated animal
P104241,domesticated animal
P104242,domesticated animal
P104243,domesticated animal
P104244,domesticated animal
P104246,domesticated animal
P104247,domesticated animal
P104248,domesticated animal
P104250,domesticated animal
P124578,domesticated animal
P126137,domesticated animal
P104251,domesticated animal
P104252,domesticated animal
P104253,domesticated animal
P104254,domesticated animal
P104255,domesticated animal
P104256,domesticated animal
P104257,domesticated animal
P104258,domesticated animal
P104259,domesticated animal
P104260,domesticated animal
P104261,domesticated animal
P104262,domesticated animal
P104263,domesticated animal
P104264,domesticated animal
P104265,domesticated animal
P104266,domesticated animal
P104267,domesticated animal
P104268,domesticated animal
P104271,domesticated animal
P104272,domesticated animal
P104273,domesticated animal
P104274,domesticated animal
P104275,domesticated animal
P106245,domesticated animal
P125657,domesticated animal
P126093,domesticated animal
P201085,domesticated animal
P104276,domesticated animal
P104277,domesticated animal
P104278,domesticated animal
P104279,domesticated animal
P104280,domesticated animal
P104281,domesticated animal
P104282,domesticated animal
P104283,domesticated animal
P104284,domesticated animal
P104285,domesticated animal
P104286,domesticated animal
P104287,domesticated animal
P104288,domesticated animal
P291352,domesticated animal
P104289,domesticated animal
P212352,domesticated animal
P104290,domesticated animal
P104291,domesticated animal
P104292,domesticated animal
P201002,domesticated animal
P104293,domesticated animal
P104294,domesticated animal
P104295,domesticated animal
P104296,domesticated animal
P104297,domesticated animal
P104298,domesticated animal
P104299,domesticated animal
P104300,domesticated animal
P104301,domesticated animal
P104302,domesticated animal
P104303,domesticated animal
P104304,domesticated animal
P104305,domesticated animal
P104306,domesticated animal
P104309,domesticated animal
P104310,domesticated animal
P104311,domesticated animal
P104314,domesticated animal
P104316,domesticated animal
P104317,domesticated animal
P104319,domesticated animal
P104320,domesticated animal
P104321,domesticated animal
P104322,domesticated animal
P104325,domesticated animal
P104329,domesticated animal
P104330,domesticated animal
P104332,domesticated animal
P104333,domesticated animal
P125733,domesticated animal
P104334,domesticated animal
P104335,domesticated animal
P104336,domesticated animal
P104337,domesticated animal
P104338,domesticated animal
P104339,domesticated animal
P104340,domesticated animal
P104341,domesticated animal
P104342,domesticated animal
P104343,domesticated animal
P125613,domesticated animal
P126120,domesticated animal
P126130,domesticated animal
P142172,domesticated animal
P104344,domesticated animal
P104358,domesticated animal
P104345,domesticated animal
P104352,domesticated animal
P104346,domesticated animal
P104348,domesticated animal
P104349,domesticated animal
P104350,domesticated animal
P104351,domesticated animal
P104353,domesticated animal
P104354,domesticated animal
P104355,domesticated animal
P104356,domesticated animal
P104357,domesticated animal
P104360,domesticated animal
P125705,domesticated animal
P104361,domesticated animal
P104362,domesticated animal
P104363,domesticated animal
P104364,domesticated animal
P104365,domesticated animal
P104366,domesticated animal
P104367,domesticated animal
P104368,domesticated animal
P104369,domesticated animal
P104370,domesticated animal
P104371,domesticated animal
P104372,domesticated animal
P104373,domesticated animal
P104374,domesticated animal
P104376,domesticated animal
P104385,domesticated animal
P125643,domesticated animal
P125717,domesticated animal
P104377,domesticated animal
P104378,domesticated animal
P104379,domesticated animal
P104380,domesticated animal
P104382,domesticated animal
P104381,domesticated animal
P104383,domesticated animal
P104384,domesticated animal
P104386,domesticated animal
P104387,domesticated animal
P104388,domesticated animal
P104389,domesticated animal
P115904,domesticated animal
P104390,domesticated animal
P104391,domesticated animal
P126096,domesticated animal
P104392,domesticated animal
P104393,domesticated animal
P126032,domesticated animal
P104394,domesticated animal
P104395,domesticated animal
P104397,domesticated animal
P104398,domesticated animal
P104405,domesticated animal
P104399,domesticated animal
P104400,domesticated animal
P104401,domesticated animal
P104402,domesticated animal
P125664,domesticated animal
P104403,domesticated animal
P104404,domesticated animal
P104406,domesticated animal
P104407,domesticated animal
P104408,domesticated animal
P292156,domesticated animal
P104409,domesticated animal
P104410,domesticated animal
P104411,domesticated animal
P104412,domesticated animal
P104413,domesticated animal
P104432,domesticated animal
P104414,domesticated animal
P104416,domesticated animal
P104417,domesticated animal
P104418,domesticated animal
P104419,domesticated animal
P104420,domesticated animal
P104421,domesticated animal
P104422,domesticated animal
P104424,domesticated animal
P104426,domesticated animal
P104427,domesticated animal
P104429,domesticated animal
P104430,domesticated animal
P104431,domesticated animal
P104433,domesticated animal
P104434,domesticated animal
P104436,domesticated animal
P104445,domesticated animal
P104446,domesticated animal
P104447,domesticated animal
P104448,domesticated animal
P104449,domesticated animal
P104450,domesticated animal
P104451,domesticated animal
P104453,domesticated animal
P104455,domesticated animal
P104456,domesticated animal
P104469,domesticated animal
P104470,domesticated animal
P104476,domesticated animal
P104481,domesticated animal
P104482,domesticated animal
P104483,domesticated animal
P104486,domesticated animal
P104487,domesticated animal
P104488,domesticated animal
P104489,domesticated animal
P104490,domesticated animal
P104491,domesticated animal
P104492,domesticated animal
P104495,domesticated animal
P104502,domesticated animal
P104503,domesticated animal
P104504,domesticated animal
P104505,domesticated animal
P104507,domesticated animal
P104508,domesticated animal
P104510,domesticated animal
P104511,domesticated animal
P104513,domesticated animal
P104517,domesticated animal
P104519,domesticated animal
P104520,domesticated animal
P104528,domesticated animal
P104530,domesticated animal
P104538,domesticated animal
P104539,domesticated animal
P104548,domesticated animal
P104551,domesticated animal
P104553,domesticated animal
P104556,domesticated animal
P104560,domesticated animal
P104562,domesticated animal
P104564,domesticated animal
P104565,domesticated animal
P104574,domesticated animal
P104575,domesticated animal
P104576,domesticated animal
P104581,domesticated animal
P218205,domesticated animal
P104582,domesticated animal
P104588,domesticated animal
P104590,domesticated animal
P104591,domesticated animal
P104592,domesticated animal
P104594,domesticated animal
P104598,domesticated animal
P104599,domesticated animal
P104600,domesticated animal
P104601,domesticated animal
P104606,domesticated animal
P104609,domesticated animal
P104612,domesticated animal
P104618,domesticated animal
P104619,domesticated animal
P104622,domesticated animal
P104623,domesticated animal
P104624,domesticated animal
P104625,domesticated animal
P104627,domesticated animal
P104637,domesticated animal
P104640,domesticated animal
P104645,domesticated animal
P104646,domesticated animal
P104647,domesticated animal
P104648,domesticated animal
P104649,domesticated animal
P104650,domesticated animal
P104662,domesticated animal
P104667,domesticated animal
P104670,domesticated animal
P104671,domesticated animal
P104673,domesticated animal
P104680,domesticated animal
P104683,domesticated animal
P104687,domesticated animal
P104694,domesticated animal
P104696,domesticated animal
P104697,domesticated animal
P104704,domesticated animal
P104712,domesticated animal
P104713,domesticated animal
P104714,domesticated animal
P104731,domesticated animal
P104732,domesticated animal
P104740,domesticated animal
P104743,domesticated animal
P104759,domesticated animal
P104760,domesticated animal
P104761,domesticated animal
P104762,domesticated animal
P104763,domesticated animal
P104764,domesticated animal
P104765,domesticated animal
P104768,domesticated animal
P104770,domesticated animal
P104771,domesticated animal
P104775,domesticated animal
P104777,domesticated animal
P104787,domesticated animal
P104788,domesticated animal
P104789,domesticated animal
P104793,domesticated animal
P104801,domesticated animal
P104802,domesticated animal
P104803,domesticated animal
P104816,domesticated animal
P104829,domesticated animal
P104837,domesticated animal
P104838,domesticated animal
P104839,domesticated animal
P104990,domesticated animal
P105103,domesticated animal
P105104,domesticated animal
P105105,domesticated animal
P105106,domesticated animal
P105137,domesticated animal
P105138,domesticated animal
P105139,domesticated animal
P105140,domesticated animal
P105141,domesticated animal
P105142,domesticated animal
P105144,domesticated animal
P105146,domesticated animal
P123942,domesticated animal
P105148,domesticated animal
P105149,domesticated animal
P105952,domesticated animal
P131873,domesticated animal
P210403,domesticated animal
P105150,domesticated animal
P105151,domesticated animal
P105153,domesticated animal
P105155,domesticated animal
P105156,domesticated animal
P105157,domesticated animal
P105158,domesticated animal
P105159,domesticated animal
P105160,domesticated animal
P105161,domesticated animal
P105162,domesticated animal
P105163,domesticated animal
P105164,domesticated animal
P105165,domesticated animal
P105166,domesticated animal
P105168,domesticated animal
P105169,domesticated animal
P107997,domesticated animal
P105170,domesticated animal
P105171,domesticated animal
P105173,domesticated animal
P105174,domesticated animal
P105175,domesticated animal
P105177,domesticated animal
P105178,domesticated animal
P105179,domesticated animal
P105183,domesticated animal
P105184,domesticated animal
P105185,domesticated animal
P105186,domesticated animal
P105187,domesticated animal
P105188,domesticated animal
P105189,domesticated animal
P105191,domesticated animal
P105192,domesticated animal
P105193,domesticated animal
P105196,domesticated animal
P105197,domesticated animal
P105198,domesticated animal
P105199,domesticated animal
P105200,domesticated animal
P105202,domesticated animal
P105203,domesticated animal
P105204,domesticated animal
P105205,domesticated animal
P105206,domesticated animal
P105208,domesticated animal
P105209,domesticated animal
P105210,domesticated animal
P105212,domesticated animal
P105213,domesticated animal
P105216,domesticated animal
P105217,domesticated animal
P105219,domesticated animal
P105220,domesticated animal
P105226,domesticated animal
P105810,domesticated animal
P105811,domesticated animal
P105816,domesticated animal
P105817,domesticated animal
P105819,domesticated animal
P105820,domesticated animal
P105821,domesticated animal
P105822,domesticated animal
P105824,domesticated animal
P105827,domesticated animal
P105831,domesticated animal
P105833,domesticated animal
P105834,domesticated animal
P105835,domesticated animal
P105841,domesticated animal
P145560,domesticated animal
P105837,domesticated animal
P105839,domesticated animal
P105840,domesticated animal
P105842,domesticated animal
P105843,domesticated animal
P105844,domesticated animal
P105845,domesticated animal
P143910,domesticated animal
P105846,domesticated animal
P105847,domesticated animal
P105848,domesticated animal
P105849,domesticated animal
P105850,domesticated animal
P105852,domesticated animal
P116866,domesticated animal
P320923,domesticated animal
P105854,domesticated animal
P105855,domesticated animal
P105858,domesticated animal
P105859,domesticated animal
P105860,domesticated animal
P105861,domesticated animal
P105862,domesticated animal
P105863,domesticated animal
P105865,domesticated animal
P105866,domesticated animal
P105868,domesticated animal
P105869,domesticated animal
P105871,domesticated animal
P105872,domesticated animal
P105875,domesticated animal
P105876,domesticated animal
P105878,domesticated animal
P105879,domesticated animal
P105880,domesticated animal
P105882,domesticated animal
P105887,domesticated animal
P105894,domesticated animal
P126018,domesticated animal
P127453,domesticated animal
P390720,domesticated animal
P105895,domesticated animal
P105896,domesticated animal
P105897,domesticated animal
P105899,domesticated animal
P105900,domesticated animal
P127451,domesticated animal
P105903,domesticated animal
P105905,domesticated animal
P105906,domesticated animal
P143993,domesticated animal
P105907,domesticated animal
P105909,domesticated animal
P105910,domesticated animal
P105911,domesticated animal
P105913,domesticated animal
P107820,domesticated animal
P109659,domesticated animal
P109667,domesticated animal
P112274,domesticated animal
P122737,domesticated animal
P123903,domesticated animal
P123904,domesticated animal
P123914,domesticated animal
P124041,domesticated animal
P124044,domesticated animal
P124045,domesticated animal
P125447,domesticated animal
P125478,domesticated animal
P128624,domesticated animal
P131900,domesticated animal
P131901,domesticated animal
P200547,domesticated animal
P235931,domesticated animal
P105914,domesticated animal
P105915,domesticated animal
P105916,domesticated animal
P105917,domesticated animal
P123910,domesticated animal
P123911,domesticated animal
P123929,domesticated animal
P431294,domesticated animal
P105918,domesticated animal
P125509,domesticated animal
P143113,domesticated animal
P303424,domesticated animal
P105921,domesticated animal
P105922,domesticated animal
P107849,domesticated animal
P105924,domesticated animal
P105925,domesticated animal
P105927,domesticated animal
P125473,domesticated animal
P105928,domesticated animal
P105930,domesticated animal
P105933,domesticated animal
P125490,domesticated animal
P105935,domesticated animal
P105936,domesticated animal
P107810,domesticated animal
P109648,domesticated animal
P109649,domesticated animal
P144100,domesticated animal
P105939,domesticated animal
P105940,domesticated animal
P105941,domesticated animal
P105942,domesticated animal
P105944,domesticated animal
P105945,domesticated animal
P105949,domesticated animal
P105950,domesticated animal
P105953,domesticated animal
P105955,domesticated animal
P105956,domesticated animal
P105957,domesticated animal
P124661,domesticated animal
P105959,domesticated animal
P105960,domesticated animal
P105961,domesticated animal
P105963,domesticated animal
P105965,domesticated animal
P105966,domesticated animal
P105969,domesticated animal
P105970,domesticated animal
P105971,domesticated animal
P105972,domesticated animal
P116006,domesticated animal
P123891,domesticated animal
P124970,domesticated animal
P126247,domesticated animal
P142433,domesticated animal
P144014,domesticated animal
P144019,domesticated animal
P320875,domesticated animal
P321082,domesticated animal
P105973,domesticated animal
P105974,domesticated animal
P105975,domesticated animal
P105976,domesticated animal
P105979,domesticated animal
P105983,domesticated animal
P105984,domesticated animal
P105985,domesticated animal
P105986,domesticated animal
P115480,domesticated animal
P131686,domesticated animal
P320533,domesticated animal
P332107,domesticated animal
P105987,domesticated animal
P105988,domesticated animal
P105989,domesticated animal
P105991,domesticated animal
P105992,domesticated animal
P105993,domesticated animal
P105996,domesticated animal
P105997,domesticated animal
P105998,domesticated animal
P106000,domesticated animal
P106002,domesticated animal
P131676,domesticated animal
P106003,domesticated animal
P106004,domesticated animal
P106006,domesticated animal
P106007,domesticated animal
P106008,domesticated animal
P106009,domesticated animal
P106012,domesticated animal
P106013,domesticated animal
P106016,domesticated animal
P210409,domesticated animal
P106018,domesticated animal
P106019,domesticated animal
P106020,domesticated animal
P106021,domesticated animal
P106023,domesticated animal
P106025,domesticated animal
P106026,domesticated animal
P106027,domesticated animal
P106028,domesticated animal
P106029,domesticated animal
P106032,domesticated animal
P106033,domesticated animal
P106034,domesticated animal
P106035,domesticated animal
P106037,domesticated animal
P106038,domesticated animal
P106039,domesticated animal
P106041,domesticated animal
P106043,domesticated animal
P106044,domesticated animal
P106045,domesticated animal
P106046,domesticated animal
P106047,domesticated animal
P106048,domesticated animal
P106050,domesticated animal
P106051,domesticated animal
P106053,domesticated animal
P106055,domesticated animal
P106056,domesticated animal
P106057,domesticated animal
P106058,domesticated animal
P106059,domesticated animal
P106060,domesticated animal
P106061,domesticated animal
P106062,domesticated animal
P106063,domesticated animal
P106064,domesticated animal
P106065,domesticated animal
P106067,domesticated animal
P106070,domesticated animal
P106072,domesticated animal
P106074,domesticated animal
P126143,domesticated animal
P106075,domesticated animal
P106076,domesticated animal
P106077,domesticated animal
P106078,domesticated animal
P106080,domesticated animal
P106081,domesticated animal
P106083,domesticated animal
P106085,domesticated animal
P106088,domesticated animal
P106090,domesticated animal
P106091,domesticated animal
P106092,domesticated animal
P303610,domesticated animal
P106093,domesticated animal
P106094,domesticated animal
P106097,domesticated animal
P106098,domesticated animal
P106101,domesticated animal
P106103,domesticated animal
P106105,domesticated animal
P106106,domesticated animal
P106108,domesticated animal
P210366,domesticated animal
P210394,domesticated animal
P106109,domesticated animal
P106110,domesticated animal
P115474,domesticated animal
P106112,domesticated animal
P106113,domesticated animal
P106117,domesticated animal
P106118,domesticated animal
P106119,domesticated animal
P106124,domesticated animal
P106126,domesticated animal
P106129,domesticated animal
P303441,domesticated animal
P106130,domesticated animal
P106131,domesticated animal
P106133,domesticated animal
P106136,domesticated animal
P106137,domesticated animal
P106138,domesticated animal
P106140,domesticated animal
P106145,domesticated animal
P106146,domesticated animal
P106148,domesticated animal
P106156,domesticated animal
P106157,domesticated animal
P106158,domesticated animal
P106159,domesticated animal
P106163,domesticated animal
P106168,domesticated animal
P106173,domesticated animal
P106175,domesticated animal
P106177,domesticated animal
P106178,domesticated animal
P106179,domesticated animal
P106180,domesticated animal
P106188,domesticated animal
P106192,domesticated animal
P106195,domesticated animal
P117260,domesticated animal
P145059,domesticated animal
P106201,domesticated animal
P106203,domesticated animal
P106204,domesticated animal
P106205,domesticated animal
P106206,domesticated animal
P106209,domesticated animal
P106210,domesticated animal
P106221,domesticated animal
P106222,domesticated animal
P106224,domesticated animal
P106225,domesticated animal
P106227,domesticated animal
P106230,domesticated animal
P106231,domesticated animal
P106238,domesticated animal
P106241,domesticated animal
P106242,domesticated animal
P106243,domesticated animal
P106244,domesticated animal
P106246,domesticated animal
P106247,domesticated animal
P106248,domesticated animal
P106249,domesticated animal
P106250,domesticated animal
P106251,domesticated animal
P201098,domesticated animal
P106252,domesticated animal
P106253,domesticated animal
P106254,domesticated animal
P106255,domesticated animal
P106256,domesticated animal
P106257,domesticated animal
P106258,domesticated animal
P106259,domesticated animal
P106262,domesticated animal
P106264,domesticated animal
P106266,domesticated animal
P106268,domesticated animal
P106269,domesticated animal
P106271,domesticated animal
P106273,domesticated animal
P106274,domesticated animal
P106276,domesticated animal
P106277,domesticated animal
P106278,domesticated animal
P106281,domesticated animal
P106283,domesticated animal
P106284,domesticated animal
P106285,domesticated animal
P106286,domesticated animal
P106287,domesticated animal
P106288,domesticated animal
P106291,domesticated animal
P106295,domesticated animal
P106298,domesticated animal
P106299,domesticated animal
P106300,domesticated animal
P106301,domesticated animal
P106302,domesticated animal
P106303,domesticated animal
